ам5;5131014413;0.100772;2.9926 2.98799 2.99221 2.98703 2.98671 4.97507 4.98376 4.97991 4.98152 4.98265 9.97027 9.97047 9.968 9.9653 9.96863 0.010022 0.01002 0.01002 0.100961 0.101116
ам5;02468;0.83;103 103 103
ам5;02532;1.83;102 102 102.5
ам5;02765;1.83;101.5 101.5 102.5
ам5;02479;1.83;102 102 102.5
ам5;02533;0.33;100.5 101.5 101.5
ам5;02596;1.67;102.5 102.5 102
ам5;02635;1.83;105 104.5 104.5
ам5;02763;2.5;101.5 102 102
ам5;02494;2.17;104 103 103
ам5;02605;2.17;104 103 104
ам5;02678;0.5;100.5 100 100
ам5;02564;2;102.5 103 102.5
ам5;02716;2;102 102 102
ам5;02707;1.5;102.5 102.5 102
ам5;02603;1;104.5 104 104
ам5;02614;2.5;103 103 103
ам5;02522;2.5;99 99.5 99.5
ам5;02473;2;100 100 100.5
ам5;02799;2.5;103.5 103 103
ам5;02608;0.5;100.5 100 100
ам5;02745;0.5;101 101.5 101.5
ам5;02662;0.5;102.5 102.5 102.5
ам5;02565;0.5;104 104 104
ам5;02529;0.5;100 99.5 99.5
ам5;02597;0.5;100.5 100.5 100
ам5;02660;0.33;101.5 101 101.5
ам5;02534;0.17;103 103.5 103
ам5;02718;0.17;103.5 103.5 103
ам5;02519;0.33;102 102 102.5
ам5;02703;0.33;104 103.5 103.5
ам5;02657;0.33;101 101.5 101
ам5;02575;0.33;101.5 101.5 101.5
ам5;02572;0.5;103.5 103.5 104
ам5;02488;0.5;103 103 103.5
ам5;02509;0.33;99 99.5 99.5
ам5;02489;0.33;103.5 103 103
ам5;02623;0.5;101.5 101.5 102
ам5;02573;0.66;100 100.5 100
ам5;02516;0.5;103.5 103.5 103.5
ам5;02553;0.5;104 104.5 104.5
ам5;02507;0.5;100 100.5 100
ам5;02690;0.5;103.5 104 103.5
ам5;02526;0.5;99 99.5 99.5
ам5;02708;0.5;103.5 103 103.5
ам5;02719;0.5;99.5 100 100
ам5;02583;0.17;100 100.5 100.5
ам5;02499;0.5;99.5 99 99
ам5;02699;0.17;103.5 104 104
ам5;02535;0.66;102 102.5 102.5
ам5;02670;0.66;100.5 100 100
ам5;02609;0.66;100.5 100 100
ам5;02578;0.66;101.5 102 101.5
ам5;02632;0.66;103 103 103.5
ам5;02684;0.33;102.5 102 102
ам5;02563;0.66;100.5 100.5 100.5
ам5;02640;0.17;100 100.5 100.5
ам5;02524;0.66;101.5 101.5 101.5
ам5;02656;0.5;102 102 101.5
ам5;02696;0.5;101 100.5 100.5
ам5;02689;0.5;101.5 102 101.5
ам5;02595;0.5;104 103.5 103.5
ам5;02567;0.83;100.5 100.5 101
ам5;02538;1;102 102 101.5
ам5;02610;1;103.5 103.5 103
ам5;02641;1;99.5 99.5 99.5
ам5;02536;0.66;100 100 99.5
ам5;02622;0.33;100 100 100
ам5;02600;0.33;100.5 101 100.5
ам5;02559;0.33;103 103 102.5
ам5;02492;0.66;100 100 100
ам5;02712;0.5;104.5 104.5 104.5
ам5;02560;0.5;102 102 101.5
ам5;02646;0.5;104 104.5 104
ам5;02491;0.5;99.5 100 99.5
ам5;02539;0.33;102.5 102 102
ам5;02594;0.83;102 102 102.5
ам5;02506;0.83;102.5 102.5 102.5
ам5;02474;0.83;100.5 100.5 100.5
ам5;02475;0.83;103 102.5 103
ам5;02543;0.83;100.5 100 100.5
ам5;02676;1.33;101 101.5 101
ам5;02481;0.5;101 101.5 101
ам5;02584;0.5;100 100.5 101
ам5;02700;0.5;102.5 103 102.5
ам5;02554;0.5;103.5 104 104
ам5;02586;0.83;103.5 103.5 103
ам5;02647;0.83;103.5 103.5 103
ам5;02541;0.5;101 101 100.5
ам5;02569;0.83;100 100 99.5
ам5;02585;0.5;102.5 102 99.5
ам5;02654;0.5;103.5 103 103
ам5;02504;2;102.5 102.5 102
ам5;02642;0.5;102 101.5 101.5
ам5;02512;2;102 101.5 102
ам5;02710;2;102 102.5 102.5
ам5;02518;2;104 104.5 104.5
ам5;02505;0.66;101 101 101
ам5;02693;0.83;104 103.5 104
ам5;02557;1.5;104 103.5 104
ам5;02629;0.83;101.5 101.5 101.5
ам5;02668;0.83;99 99 99
ам5;02757;1;100.5 101 100.5
ам5;02638;2.66;102 102.5 102.5
ам5;02706;1.33;99 99 98.5
ам5;02604;2;100.5 100.5 100.5
ам5;02653;1.5;100 100.5 100.5
ам5;02741;1;99 99 99
ам5;02713;1;101 101.5 101.5
ам5;02537;1;99.5 99.5 99.5
ам5;02634;2;99 99.5 99.5
ам5;02493;1;98.5 99 99
ам5;02581;1;98.5 99 99
ам5;02366;1;98.5 99 99
ам5;02531;0.83;103.5 103.5 103
ам5;02747;0.83;102 101.5 102
ам5;02530;1.5;101 101 101
ам5;02582;1;101 101.5 101
ам5;02702;0.83;103 103 103
ам5;02692;1.5;99 99.5 99
ам5;02568;1.5;99.5 99 99.5
ам5;02717;1;102.5 102.5 103
ам5;02683;0.66;103.5 103 103.5
ам5;02733;0.83;100.5 100 100.5
ам5;02652;1.5;99.5 99.5 100
ам5;02487;1;100.5 100.5 100
ам5;02805;0.66;102 102.5 102
ам5;02760;1;104 103.5 103.5
ам5;02787;1.5;100 100 100
ам5;02809;2;103.5 103 103
ам5;02811;2.17;101.5 101.5 101
ам5;02749;1;101 101.5 101
ам5;02606;1.5;101.5 101.5 102
ам5;02470;1.17;100 100.5 100
ам5;02515;2;99.5 99.5 100
ам5;02639;2;103 103.5 103
ам5;02650;2.5;100.5 100 100
ам5;02480;1;99 99.5 99.5
ам5;02620;1;101.5 101 101.5
ам5;02665;1;100 99.5 100
ам5;02601;1.17;100 99.5 100
ам5;02722;1.5;100.5 101.5 100
ам5;02677;1.33;103.5 104 103.5
ам5;02510;1;100 100 100.5
ам5;02628;1.5;101 101 100.5
ам5;02558;2;99 99.5 99
ам5;02618;1;99 99 99.5
ам5;02588;1;102 102 102
ам5;02720;0.5;101.5 101.5 101.5
ам5;02687;1.5;99.5 99 99.5
ам5;02637;2;101 100.5 100.5
ам5;02664;2;98 97.5 98
ам5;02791;1.5;101 101 100.5
ам5;02542;1.5;100.5 100.5 100
ам5;02736;1.33;101 101 101
ам5;02782;1.5;99 98.5 98.5
ам5;02746;1.33;103 102.5 103
ам5;02770;2;103 102.5 103
ам5;02778;1.5;99.5 99 99
ам5;02697;0.17;100 100 100
ам5;02630;0.5;100 100 100
ам5;02643;1;100 99.5 99.5
ам5;02788;0.33;100 100 100.5
ам5;02464;1.5;98.5 99 99
ам5;02661;2;101.5 101.5 101
ам5;02593;0.83;99.5 99.5 100.5
ам5;02673;0.5;103.5 103 103
ам5;02727;0.83;101.5 102 101.5
ам5;02663;0.5;99.5 100 100
ам5;02715;0.5;98.5 98.5 99
ам5;02589;1;99.5 100 100
ам5;02816;1.5;99.5 100 99.5
ам5;02758;1;101.5 101 101.5
ам5;02808;1.5;101 101.5 101
ам5;02649;2;100.5 100 100
ам5;02544;2;103 103 103.5
ам5;02752;1.5;101.5 101.5 102
ам5;02655;1;101 101 101
ам5;02813;2;103.5 103 103
ам5;02817;1.5;98.5 98.5 99
ам5;02517;1;99.5 100 100
ам5;02734;1;101.5 101 101
ам5;02769;1.5;101.5 101 101
ам5;02759;2;101.5 101 101
ам5;02761;2;99 98.5 98.5
ам5;02753;2;99 98.5 99
ам5;02774;2;101.5 101 101
ам5;02777;1;101 100.5 101
ам5;02659;2;102.5 103 103
ам5;02587;1;103 102.5 103
ам5;02785;1;102.5 102 102.5
ам5;02801;2;100.5 101 100.5
ам5;02790;1;102.5 103 102.5
ам5;02731;1.5;100 99.5 100
ам5;02792;1.5;100.5 100 100.5
ам5;02751;2;100.5 100 100.5
ам5;02476;1.5;99.5 100 99.5
ам5;02501;1.5;103.5 103 103.5
ам5;02802;1.5;100.5 101 100.5
ам5;02602;2;101 100.5 100.5
ам5;02744;1.5;101 101.5 101
ам5;02750;2;101 100.5 101
ам5;02502;2;103 103 102.5
ам5;02764;2;103 103 102.5
ам5;02513;2.33;103 102.5 103
ам5;02624;2.5;103 103 103.5
ам5;02818;2;99.5 99.5 99.5
ам5;02743;1.5;100 100 100
ам5;02771;1.5;101.5 101 101.5
ам5;02546;1.5;102 101.5 102
ам5;02727;1.5;99 99 98.5
ам5;02739;1;103 103.5 103
ам5;02724;1;102.5 102.5 102
ам5;02527;2;101.5 101.5 102
ам5;02738;1.5;99.5 100 100
ам5;02798;1.5;99.5 100 100
ам5;02797;1;102.5 102 102
ам5;02804;1;101.5 101.5 101.5
ам5;02803;1;101 100.5 100.5
ам5;02613;1;104 104 104
ам5;02768;1.5;99.5 100 100
ам5;02471;1;102.5 103 102.5
ам5;02740;1.5;104.5 104 104
ам5;02490;0.5;103.5 103 103.5
ам5;02616;0.5;101.5 101 101
ам5;02636;1;101 101 101.5
ам5;02807;1.5;101 101.5 101.5
ам5;02781;1;102 102 102.5
ам5;02806;0.83;101 101 100.5
ам5;02783;0.5;102.5 102.5 102.5
ам5;02730;1.5;99.5 99.5 99.5
ам5;02520;0.5;99 99 99
ам5;02742;0.5;100.5 100 100.5
ам5;02574;1;100.5 100 100.5
ам5;02814;1.5;100.5 100 100.5
ам5;02396;0.5;101.5 102 101.5
ам5;02555;0.5;100.5 100.5 101
ам5;02732;0.5;103 102.5 103
ам5;02484;1;101.5 101.5 101
ам5;02755;1.5;101.5 101 101.5
ам5;02667;0.83;102.5 102.5 103
ам5;02762;0.5;99.5 99.5 99.5
ам5;02779;0.17;102.5 103 102.5
ам5;02726;1;99.5 99.5 99.5
ам5;02794;0.33;100.5 100.5 100
ам5;02784;0.83;103 103.5 103
ам5;02460;1;99 99.5 99.5
ам5;02737;1;99 99.5 99.5
ам5;02756;1.5;100.5 100 100.5
ам5;02579;0.5;102 102.5 102
ам5;02815;1;104.5 104 104.5
ам5;02723;0.5;104 103.5 104
ам5;02483;1;101 100.5 100.5
ам5;02434;0.5;102.5 102.5 102.5
ам5;02615;0.5;102.5 103 102.5
ам5;02686;1;103 103 103
ам5;02795;0.17;99 99.5 99
ам5;02789;0.33;104 104 104
ам5;02786;0.5;100.5 100 100
ам5;02748;0.33;100.5 100.5 101
ам5;02812;1;101 100.5 100.5
ам5;02767;0.5;99 99 99
ам5;02612;0.83;100.5 100.5 100.5
ам5;02577;0.5;101.5 101.5 101.5
ам5;02773;1.5;100.5 100 100
ам5;02796;0.5;100.5 101 101
ам5;02775;0.5;100.5 100.5 100.5
ам5;02486;0.5;103.5 103.5 103.5
ам5;02698;1;102 101.5 102
ам5;02721;0.5;100.5 100.5 100.5
ам5;02800;1;100.5 100.5 100.5
ам5;02704;0.5;102.5 102.5 102
ам5;02810;1.5;103.5 104 103.5
ам5;02772;1.5;104.5 104.5 104.5
ам5;02508;1;103 103 103
ам5;02658;0.5;104.5 104.5 104.5
ам5;02465;1.5;103 103.5 103
ам5;02675;0.33;103 103.5 103.5
ам5;02482;1;101.5 101 101
ам5;02625;1.5;102.5 102.5 102.5
ам5;02591;0.5;102.5 103 102.5
ам5;02571;1;104 104 103.5
ам5;02514;2;103 103 103
ам5;02621;0.33;101 101 101
ам5;02607;1;101.5 101 101.5
ам5;02552;0.5;100.5 100.5 100.5
